employee_id,department,manager_id,review_status,rating,review_date,tenure_months,hire_type,location,high_potential_flag,promotion_recommended,gender,age,rating_label,education_level,job_level,contract_type,employment_type,performance_cycle,engagement_score,terminated,termination_date,review_timeliness
E1302,IT,M246,Submitted,5,2024-09-19 14:04:28.762730,34,New Hire,Singapore,No,No,Female,34,Outstanding,High School,Entry,Permanent,Full-Time,2024 H1,4.43,0,,On Time
E1303,Finance,M254,Submitted,4,2025-01-09 14:04:28.762731,31,New Hire,Singapore,No,No,Non-Binary,48,Exceeds Expectations,Master,Entry,Temporary,Full-Time,2024 H1,2.29,0,,Late
E1304,Sales,M259,Not Started,3,2024-07-25 14:04:28.762731,6,New Hire,Sydney,No,No,Female,22,Meets Expectations,High School,Mid,Permanent,Full-Time,2024 H2,2.54,0,,On Time
E1305,IT,M224,Finalized,1,2024-11-19 14:04:28.762732,7,New Hire,London,No,No,Female,23,Unsatisfactory,Master,Mid,Temporary,Full-Time,2024 H2,4.82,0,,On Time
E1306,Analytics,M214,Not Started,3,2024-07-26 14:04:28.762733,2,New Hire,Sydney,Yes,Yes,Male,44,Meets Expectations,Bachelor,Mid,Permanent,Full-Time,2023 H2,2.54,0,,On Time
E1307,Product,M245,Finalized,2,2025-04-15 14:04:28.762734,56,Internal Transfer,Tokyo,No,Yes,Female,38,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2023 H2,4.36,0,,On Time
E1308,Operations,M256,Submitted,5,2024-10-25 14:04:28.762735,47,New Hire,London,No,Yes,Male,42,Outstanding,Master,Senior,Permanent,Full-Time,2024 H1,4.82,1,2025-05-13 14:04:28.769142,On Time
E1309,HR,M262,Finalized,4,2025-04-21 14:04:28.762736,10,New Hire,Sydney,No,No,Male,32,Exceeds Expectations,Bachelor,Entry,Permanent,Full-Time,2024 H2,3.1,1,2023-09-20 14:04:28.769143,On Time
E1310,Admin,M230,Finalized,3,2024-11-18 14:04:28.762737,45,New Hire,Berlin,No,No,Male,50,Meets Expectations,Bachelor,Senior,Intern,Full-Time,2024 H1,4.83,0,,On Time
E1311,IT,M262,Submitted,2,2024-06-11 14:04:28.762738,54,Rehire,New York,No,No,Male,43,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2024 H1,3.78,0,,On Time
E1312,Analytics,M209,Finalized,2,2024-07-07 14:04:28.762739,31,New Hire,London,No,No,Male,52,Needs Improvement,High School,Mid,Permanent,Full-Time,2024 H2,3.67,0,,On Time
E1313,Product,M260,In Progress,5,2024-08-10 14:04:28.762740,112,New Hire,London,No,No,Non-Binary,35,Outstanding,Bachelor,Mid,Temporary,Full-Time,2023 H2,4.65,0,,Late
E1314,Sales,M260,Finalized,4,2024-10-12 14:04:28.762741,11,Internal Transfer,Singapore,No,Yes,Male,29,Exceeds Expectations,PhD,Entry,Temporary,Full-Time,2024 H1,4.88,0,,On Time
E1315,Marketing,M211,Submitted,3,2024-10-12 14:04:28.762742,116,New Hire,New York,Yes,No,Female,40,Meets Expectations,Bachelor,Mid,Temporary,Full-Time,2024 H2,2.1,1,2024-11-06 14:04:28.769144,On Time
E1316,Admin,M203,Finalized,5,2024-11-26 14:04:28.762742,99,Internal Transfer,Berlin,Yes,No,Male,24,Outstanding,Bachelor,Senior,Permanent,Full-Time,2023 H2,2.71,0,,On Time
E1317,HR,M264,Finalized,4,2024-11-21 14:04:28.762743,61,New Hire,Singapore,No,No,Female,51,Exceeds Expectations,Bachelor,Senior,Permanent,Full-Time,2024 H1,4.2,1,2023-06-23 14:04:28.769146,Late
E1318,Marketing,M237,Submitted,5,2025-05-08 14:04:28.762744,16,New Hire,London,No,No,Female,50,Outstanding,Bachelor,Entry,Permanent,Full-Time,2024 H1,2.54,0,,On Time
E1319,Product,M222,In Progress,5,2025-04-24 14:04:28.762745,47,New Hire,Sydney,No,No,Male,47,Outstanding,Bachelor,Entry,Permanent,Full-Time,2024 H2,4.42,0,,On Time
E1320,IT,M220,Finalized,3,2024-09-02 14:04:28.762746,27,New Hire,Sydney,No,Yes,Female,31,Meets Expectations,Bachelor,Entry,Permanent,Full-Time,2024 H1,1.99,1,2023-07-10 14:04:28.769147,On Time
E1321,Admin,M225,Finalized,5,2024-12-30 14:04:28.762747,107,New Hire,Sydney,No,No,Female,39,Outstanding,Bachelor,Mid,Permanent,Full-Time,2024 H1,4.15,0,,On Time
E1322,Analytics,M227,Not Started,2,2025-05-07 14:04:28.762748,37,Internal Transfer,Berlin,No,No,Female,58,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2024 H1,2.57,0,,On Time
E1323,Operations,M230,Not Started,1,2024-10-29 14:04:28.762748,29,New Hire,Tokyo,No,Yes,Male,30,Unsatisfactory,High School,Mid,Permanent,Full-Time,2024 H1,3.57,0,,Late
E1324,Engineering,M232,Finalized,3,2025-01-20 14:04:28.762749,33,New Hire,Singapore,No,No,Male,25,Meets Expectations,Master,Mid,Permanent,Full-Time,2024 H1,1.9,0,,Late
E1325,Legal,M246,In Progress,4,2024-07-12 14:04:28.762750,116,New Hire,London,No,Yes,Non-Binary,58,Exceeds Expectations,Bachelor,Lead,Permanent,Full-Time,2024 H1,2.68,1,2024-04-27 14:04:28.769148,On Time
E1326,HR,M224,Submitted,5,2024-06-03 14:04:28.762751,79,New Hire,Tokyo,No,No,Male,36,Outstanding,Bachelor,Entry,Permanent,Full-Time,2023 H2,2.0,0,,Late
E1327,Operations,M238,In Progress,3,2024-07-19 14:04:28.762752,46,New Hire,New York,Yes,Yes,Male,34,Meets Expectations,Bachelor,Senior,Permanent,Full-Time,2024 H2,4.54,0,,On Time
E1328,Operations,M209,Not Started,5,2025-02-01 14:04:28.762753,59,New Hire,New York,No,No,Female,57,Outstanding,Bachelor,Entry,Permanent,Full-Time,2024 H1,3.38,0,,On Time
E1329,Operations,M261,Not Started,2,2025-04-25 14:04:28.762754,70,New Hire,Tokyo,No,No,Male,38,Needs Improvement,High School,Mid,Temporary,Part-Time,2024 H1,2.64,0,,Late
E1330,Product,M252,Finalized,5,2024-06-28 14:04:28.762755,57,Internal Transfer,Singapore,Yes,No,Non-Binary,43,Outstanding,High School,Entry,Permanent,Full-Time,2024 H1,3.45,0,,On Time
E1331,Finance,M250,Not Started,2,2024-12-09 14:04:28.762755,51,Internal Transfer,London,No,No,Female,55,Needs Improvement,Bachelor,Mid,Temporary,Part-Time,2024 H2,2.81,0,,On Time
E1332,IT,M207,Finalized,5,2025-03-27 14:04:28.762756,57,New Hire,Berlin,No,No,Female,40,Outstanding,Bachelor,Mid,Temporary,Full-Time,2024 H1,3.76,1,2023-10-15 14:04:28.769150,On Time
E1333,Finance,M249,Submitted,3,2024-07-05 14:04:28.762757,49,New Hire,Tokyo,No,No,Male,23,Meets Expectations,Master,Mid,Permanent,Full-Time,2024 H2,2.43,0,,Late
E1334,Sales,M216,Finalized,3,2024-08-24 14:04:28.762758,19,Internal Transfer,Singapore,No,No,Female,43,Meets Expectations,Bachelor,Senior,Permanent,Full-Time,2023 H2,1.75,0,,On Time
E1335,Operations,M250,In Progress,5,2025-01-08 14:04:28.762759,22,New Hire,Sydney,Yes,No,Female,35,Outstanding,Bachelor,Entry,Permanent,Part-Time,2023 H2,2.2,0,,On Time
E1336,Engineering,M264,Not Started,1,2024-10-27 14:04:28.762760,118,New Hire,New York,No,No,Female,23,Unsatisfactory,Bachelor,Senior,Permanent,Full-Time,2023 H2,4.13,0,,On Time
E1337,Marketing,M220,Submitted,2,2024-10-25 14:04:28.762761,34,New Hire,Berlin,No,Yes,Female,38,Needs Improvement,High School,Entry,Temporary,Full-Time,2024 H2,4.51,0,,On Time
E1338,Engineering,M228,Finalized,1,2025-04-04 14:04:28.762761,3,New Hire,Berlin,No,Yes,Non-Binary,57,Unsatisfactory,Bachelor,Lead,Permanent,Full-Time,2024 H2,2.97,0,,On Time
E1339,Finance,M222,Not Started,5,2024-12-23 14:04:28.762762,17,New Hire,Sydney,Yes,No,Female,42,Outstanding,High School,Entry,Temporary,Full-Time,2024 H2,3.32,0,,On Time
E1340,Sales,M215,Finalized,4,2025-03-11 14:04:28.762763,98,Internal Transfer,Sydney,No,No,Male,46,Exceeds Expectations,Bachelor,Mid,Temporary,Full-Time,2023 H2,4.85,0,,On Time
E1341,Operations,M246,Finalized,2,2025-05-14 14:04:28.762764,43,New Hire,Singapore,No,No,Male,48,Needs Improvement,Master,Entry,Temporary,Full-Time,2023 H2,2.19,1,2025-04-29 14:04:28.769151,Late
E1342,IT,M260,Finalized,1,2024-09-15 14:04:28.762765,109,New Hire,Tokyo,No,No,Male,49,Unsatisfactory,Master,Entry,Permanent,Full-Time,2024 H1,2.5,0,,On Time
E1343,Legal,M246,Not Started,1,2024-07-23 14:04:28.762766,54,Rehire,London,No,No,Female,28,Unsatisfactory,Master,Mid,Permanent,Full-Time,2023 H2,2.35,1,2024-06-05 14:04:28.769152,On Time
E1344,HR,M257,Finalized,4,2025-05-19 14:04:28.762767,93,Rehire,London,No,No,Male,30,Exceeds Expectations,Master,Mid,Permanent,Part-Time,2024 H2,4.41,0,,On Time
E1345,Analytics,M236,Submitted,5,2024-10-30 14:04:28.762768,107,New Hire,New York,No,No,Male,46,Outstanding,High School,Mid,Permanent,Full-Time,2024 H2,3.46,1,2023-07-31 14:04:28.769154,On Time
E1346,Operations,M219,Finalized,2,2025-04-21 14:04:28.762768,105,Internal Transfer,Singapore,No,No,Male,40,Needs Improvement,Master,Entry,Permanent,Full-Time,2024 H2,2.04,0,,On Time
E1347,Analytics,M206,Submitted,5,2025-04-01 14:04:28.762769,59,New Hire,New York,No,Yes,Non-Binary,22,Outstanding,Bachelor,Entry,Temporary,Full-Time,2024 H1,4.29,0,,On Time
E1348,Operations,M247,Finalized,3,2025-03-21 14:04:28.762770,51,Internal Transfer,Singapore,No,Yes,Female,45,Meets Expectations,Bachelor,Mid,Intern,Full-Time,2024 H2,3.67,1,2023-07-04 14:04:28.769155,On Time
E1349,Analytics,M200,Finalized,4,2025-02-04 14:04:28.762771,97,New Hire,Sydney,No,No,Female,55,Exceeds Expectations,Bachelor,Lead,Permanent,Full-Time,2024 H1,2.35,0,,On Time
E1350,Sales,M223,Finalized,3,2024-06-06 14:04:28.762772,33,New Hire,London,No,Yes,Male,24,Meets Expectations,Master,Senior,Temporary,Full-Time,2023 H2,1.85,0,,On Time
E1351,Marketing,M237,Submitted,5,2024-11-22 14:04:28.762773,40,New Hire,Singapore,No,Yes,Female,42,Outstanding,Master,Senior,Permanent,Full-Time,2024 H1,2.88,0,,Late
E1352,Operations,M206,Finalized,1,2024-10-30 14:04:28.762774,72,Rehire,Singapore,No,Yes,Female,42,Unsatisfactory,Bachelor,Entry,Permanent,Full-Time,2023 H2,3.08,0,,On Time
E1353,Product,M226,In Progress,1,2025-02-11 14:04:28.762775,58,New Hire,Singapore,Yes,No,Male,59,Unsatisfactory,Master,Mid,Temporary,Full-Time,2024 H1,3.12,0,,On Time
E1354,Finance,M237,Finalized,2,2025-02-02 14:04:28.762776,36,Rehire,Singapore,Yes,Yes,Female,45,Needs Improvement,Bachelor,Senior,Permanent,Full-Time,2024 H2,4.95,0,,On Time
E1355,Analytics,M247,In Progress,4,2025-01-06 14:04:28.762777,40,Internal Transfer,Sydney,No,No,Male,37,Exceeds Expectations,Master,Entry,Permanent,Full-Time,2024 H2,4.21,1,2024-03-28 14:04:28.769157,On Time
E1356,HR,M258,In Progress,3,2024-10-02 14:04:28.762778,38,Internal Transfer,New York,No,No,Female,52,Meets Expectations,Bachelor,Mid,Temporary,Full-Time,2024 H2,2.27,1,2024-05-03 14:04:28.769158,On Time
E1357,IT,M243,In Progress,3,2025-01-23 14:04:28.762779,19,New Hire,Tokyo,No,No,Male,36,Meets Expectations,PhD,Mid,Temporary,Full-Time,2024 H1,4.5,0,,On Time
E1358,HR,M253,Submitted,1,2024-09-22 14:04:28.762779,96,New Hire,Singapore,No,No,Male,47,Unsatisfactory,Master,Mid,Permanent,Full-Time,2024 H2,1.62,0,,Late
E1359,Sales,M224,In Progress,5,2025-01-23 14:04:28.762780,71,New Hire,Berlin,No,No,Female,26,Outstanding,High School,Lead,Permanent,Part-Time,2024 H2,3.37,0,,On Time
E1360,Engineering,M255,Finalized,3,2024-10-11 14:04:28.762781,74,Internal Transfer,Tokyo,No,No,Male,46,Meets Expectations,Bachelor,Mid,Intern,Part-Time,2024 H2,2.57,0,,On Time
E1361,Marketing,M243,Submitted,5,2024-10-13 14:04:28.762782,101,New Hire,London,No,No,Female,23,Outstanding,Master,Senior,Temporary,Full-Time,2024 H2,3.27,0,,On Time
E1362,HR,M248,In Progress,2,2024-11-27 14:04:28.762783,110,New Hire,Tokyo,No,No,Female,46,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2023 H2,4.87,0,,Late
E1363,IT,M261,Submitted,3,2025-01-31 14:04:28.762784,113,New Hire,Tokyo,No,No,Non-Binary,38,Meets Expectations,Master,Lead,Intern,Full-Time,2023 H2,2.78,0,,On Time
E1364,Analytics,M222,Submitted,4,2024-07-02 14:04:28.762785,34,New Hire,Tokyo,No,No,Male,46,Exceeds Expectations,Bachelor,Senior,Permanent,Full-Time,2024 H1,4.83,0,,On Time
E1365,Finance,M228,Submitted,5,2024-08-21 14:04:28.762785,42,New Hire,New York,No,No,Female,33,Outstanding,Bachelor,Lead,Temporary,Full-Time,2024 H2,2.53,0,,On Time
E1366,Operations,M225,In Progress,2,2025-03-23 14:04:28.762786,47,New Hire,Sydney,No,No,Male,44,Needs Improvement,High School,Entry,Temporary,Full-Time,2023 H2,2.96,0,,On Time
E1367,Sales,M225,Submitted,2,2024-07-15 14:04:28.762787,99,Internal Transfer,New York,No,Yes,Non-Binary,26,Needs Improvement,Master,Mid,Permanent,Part-Time,2024 H2,3.13,1,2025-04-25 14:04:28.769160,On Time
E1368,Operations,M230,Not Started,3,2025-04-12 14:04:28.762788,49,New Hire,London,Yes,Yes,Female,38,Meets Expectations,High School,Senior,Permanent,Full-Time,2024 H1,3.96,0,,On Time
E1369,Sales,M225,Submitted,2,2025-03-07 14:04:28.762789,111,New Hire,Berlin,No,No,Male,50,Needs Improvement,Master,Senior,Permanent,Part-Time,2023 H2,4.18,0,,On Time
E1370,Analytics,M258,In Progress,3,2025-02-28 14:04:28.762790,82,Rehire,London,No,No,Female,32,Meets Expectations,Bachelor,Mid,Temporary,Full-Time,2024 H2,3.07,0,,On Time
E1371,Operations,M252,Not Started,2,2024-09-21 14:04:28.762791,100,Internal Transfer,London,No,Yes,Female,47,Needs Improvement,Master,Entry,Permanent,Full-Time,2023 H2,4.3,0,,Late
E1372,Operations,M209,Not Started,1,2024-07-25 14:04:28.762792,104,New Hire,Tokyo,No,No,Male,59,Unsatisfactory,Bachelor,Mid,Temporary,Full-Time,2024 H1,4.19,1,2024-05-19 14:04:28.769161,On Time
E1373,Operations,M251,Submitted,2,2024-09-03 14:04:28.762792,39,New Hire,Berlin,Yes,No,Male,57,Needs Improvement,Bachelor,Senior,Permanent,Full-Time,2023 H2,2.84,0,,On Time
E1374,Finance,M250,Finalized,1,2025-03-12 14:04:28.762793,31,Rehire,New York,No,No,Female,28,Unsatisfactory,PhD,Entry,Permanent,Full-Time,2024 H1,3.9,0,,Late
E1375,IT,M225,Submitted,3,2024-07-27 14:04:28.762794,77,Internal Transfer,Tokyo,No,No,Male,23,Meets Expectations,Bachelor,Mid,Permanent,Part-Time,2023 H2,4.56,0,,Late
E1376,Analytics,M211,Finalized,3,2024-07-29 14:04:28.762795,58,New Hire,New York,No,Yes,Female,42,Meets Expectations,Bachelor,Entry,Temporary,Full-Time,2024 H2,3.37,0,,Late
E1377,Sales,M209,In Progress,4,2025-02-16 14:04:28.762796,49,Internal Transfer,Berlin,No,No,Male,59,Exceeds Expectations,Master,Senior,Permanent,Full-Time,2024 H1,3.07,0,,On Time
E1378,Operations,M256,In Progress,5,2024-11-16 14:04:28.762797,114,New Hire,Berlin,No,Yes,Male,52,Outstanding,PhD,Lead,Permanent,Full-Time,2024 H2,4.49,0,,On Time
E1379,Operations,M237,In Progress,5,2025-01-26 14:04:28.762798,120,Rehire,London,No,No,Male,47,Outstanding,Master,Senior,Intern,Full-Time,2024 H1,4.77,0,,On Time
E1380,Admin,M238,In Progress,5,2025-01-28 14:04:28.762799,48,New Hire,Berlin,No,No,Male,32,Outstanding,Bachelor,Senior,Temporary,Full-Time,2023 H2,3.91,0,,Late
E1381,HR,M261,Submitted,2,2025-01-09 14:04:28.762799,101,New Hire,London,No,No,Female,33,Needs Improvement,High School,Entry,Temporary,Full-Time,2024 H1,3.98,0,,On Time
E1382,Sales,M257,Finalized,5,2025-01-15 14:04:28.762800,47,Internal Transfer,Sydney,No,No,Male,47,Outstanding,Bachelor,Entry,Permanent,Full-Time,2024 H1,1.83,0,,On Time
E1383,Product,M252,In Progress,4,2024-11-29 14:04:28.762801,92,Internal Transfer,Singapore,No,No,Female,26,Exceeds Expectations,Master,Senior,Temporary,Full-Time,2024 H1,2.23,0,,On Time
E1384,Marketing,M204,Finalized,2,2025-05-13 14:04:28.762802,84,Internal Transfer,Tokyo,No,No,Male,46,Needs Improvement,Master,Mid,Permanent,Full-Time,2024 H2,3.0,0,,On Time
E1385,Operations,M254,Submitted,2,2025-03-17 14:04:28.762803,118,New Hire,New York,No,No,Female,42,Needs Improvement,Bachelor,Senior,Permanent,Full-Time,2024 H1,4.33,0,,On Time
E1386,Finance,M213,In Progress,5,2024-08-19 14:04:28.762804,80,New Hire,Berlin,Yes,No,Male,22,Outstanding,Master,Mid,Temporary,Full-Time,2023 H2,2.89,0,,Late
E1387,Sales,M228,Finalized,2,2024-10-29 14:04:28.762805,94,New Hire,Berlin,No,No,Male,48,Needs Improvement,Master,Lead,Permanent,Full-Time,2023 H2,2.62,0,,On Time
E1388,Operations,M215,Finalized,2,2025-04-24 14:04:28.762805,112,New Hire,Sydney,Yes,No,Female,43,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2024 H1,3.54,0,,On Time
E1389,Operations,M227,In Progress,4,2024-10-18 14:04:28.762806,109,New Hire,New York,No,No,Female,38,Exceeds Expectations,High School,Lead,Permanent,Full-Time,2024 H2,3.44,0,,On Time
E1390,Marketing,M253,Submitted,5,2024-06-06 14:04:28.762807,69,New Hire,London,No,No,Female,27,Outstanding,High School,Mid,Temporary,Full-Time,2023 H2,1.98,0,,On Time
E1391,Operations,M225,Submitted,4,2024-06-17 14:04:28.762808,106,New Hire,Berlin,No,No,Male,59,Exceeds Expectations,Master,Lead,Temporary,Full-Time,2024 H2,2.74,0,,On Time
E1392,Product,M217,In Progress,5,2024-12-20 14:04:28.762809,107,Rehire,Singapore,No,No,Male,53,Outstanding,Bachelor,Entry,Temporary,Full-Time,2024 H1,4.23,0,,On Time
E1393,HR,M253,Not Started,5,2025-03-11 14:04:28.762810,104,Rehire,Berlin,No,No,Male,53,Outstanding,PhD,Entry,Temporary,Full-Time,2024 H2,4.81,0,,Late
E1394,HR,M242,In Progress,5,2025-03-01 14:04:28.762811,18,New Hire,London,No,No,Male,39,Outstanding,Bachelor,Mid,Permanent,Full-Time,2024 H2,4.19,0,,Late
E1395,Operations,M211,Submitted,5,2024-09-06 14:04:28.762811,49,New Hire,New York,No,No,Non-Binary,42,Outstanding,Master,Lead,Permanent,Full-Time,2024 H1,2.99,0,,Late
E1396,Finance,M204,Finalized,5,2025-05-18 14:04:28.762812,83,New Hire,Sydney,No,No,Female,44,Outstanding,High School,Mid,Temporary,Full-Time,2023 H2,3.96,0,,Late
E1397,Sales,M200,Finalized,4,2025-02-24 14:04:28.762813,98,New Hire,Sydney,No,No,Male,54,Exceeds Expectations,Bachelor,Lead,Permanent,Full-Time,2023 H2,4.1,0,,On Time
E1398,Operations,M211,Finalized,2,2024-09-11 14:04:28.762814,117,New Hire,Berlin,No,No,Male,46,Needs Improvement,Master,Senior,Permanent,Part-Time,2023 H2,4.19,0,,On Time
E1399,HR,M210,Finalized,5,2024-08-21 14:04:28.762815,35,New Hire,Tokyo,No,No,Male,32,Outstanding,High School,Entry,Permanent,Full-Time,2023 H2,4.79,1,2024-10-23 14:04:28.769164,Late
E1400,Operations,M228,Submitted,2,2024-12-04 14:04:28.762816,116,Internal Transfer,Singapore,No,No,Non-Binary,50,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2024 H1,3.06,0,,On Time
E1401,Analytics,M225,Finalized,4,2025-05-10 14:04:28.762817,48,New Hire,New York,No,No,Female,45,Exceeds Expectations,Master,Entry,Temporary,Full-Time,2023 H2,3.01,0,,On Time
E1402,Operations,M249,Finalized,5,2024-09-23 14:04:28.762818,106,Internal Transfer,Tokyo,No,No,Male,40,Outstanding,Bachelor,Mid,Permanent,Part-Time,2024 H2,4.15,0,,Late
E1403,Analytics,M238,Finalized,3,2024-11-09 14:04:28.762819,49,Internal Transfer,Tokyo,No,No,Female,52,Meets Expectations,High School,Entry,Permanent,Full-Time,2024 H2,3.11,0,,On Time
E1404,Marketing,M251,Finalized,1,2024-08-21 14:04:28.762820,36,New Hire,London,No,No,Male,27,Unsatisfactory,Master,Lead,Permanent,Full-Time,2024 H2,3.2,0,,On Time
E1405,Sales,M236,Submitted,1,2024-11-04 14:04:28.762821,53,New Hire,Tokyo,Yes,No,Female,23,Unsatisfactory,Master,Mid,Permanent,Part-Time,2024 H2,2.15,0,,Late
E1406,Analytics,M217,In Progress,3,2024-07-22 14:04:28.762822,54,Internal Transfer,London,No,No,Female,36,Meets Expectations,Master,Lead,Permanent,Full-Time,2024 H2,4.92,0,,Late
E1407,Product,M229,Submitted,1,2024-11-29 14:04:28.762823,61,Rehire,Sydney,No,Yes,Male,27,Unsatisfactory,High School,Entry,Permanent,Full-Time,2024 H2,4.07,0,,On Time
E1408,Sales,M258,In Progress,3,2025-04-21 14:04:28.762823,68,Internal Transfer,Tokyo,No,No,Male,39,Meets Expectations,High School,Lead,Permanent,Full-Time,2024 H2,2.14,0,,Late
E1409,Product,M238,In Progress,5,2025-04-30 14:04:28.762824,6,Rehire,Berlin,No,No,Non-Binary,23,Outstanding,High School,Mid,Temporary,Full-Time,2023 H2,2.61,0,,On Time
E1410,Operations,M235,In Progress,3,2024-10-15 14:04:28.762825,62,Internal Transfer,Berlin,No,No,Non-Binary,22,Meets Expectations,Master,Entry,Permanent,Full-Time,2023 H2,4.88,0,,On Time
E1411,Admin,M233,Not Started,1,2025-03-13 14:04:28.762826,105,New Hire,Berlin,Yes,Yes,Female,56,Unsatisfactory,Bachelor,Entry,Permanent,Full-Time,2024 H1,3.82,0,,On Time
E1412,Analytics,M213,In Progress,2,2024-06-11 14:04:28.762827,89,New Hire,Singapore,No,No,Female,48,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2024 H2,2.92,0,,On Time
E1413,Engineering,M238,Finalized,4,2024-12-02 14:04:28.762828,26,Internal Transfer,Sydney,No,Yes,Male,34,Exceeds Expectations,Master,Mid,Permanent,Full-Time,2024 H1,2.83,0,,On Time
E1414,Operations,M203,Submitted,3,2024-11-01 14:04:28.762829,63,New Hire,New York,No,No,Male,38,Meets Expectations,Master,Senior,Permanent,Full-Time,2024 H2,3.79,1,2023-10-10 14:04:28.769166,On Time
E1415,Finance,M239,Submitted,2,2024-09-22 14:04:28.762829,62,Internal Transfer,Tokyo,No,Yes,Male,41,Needs Improvement,Master,Mid,Permanent,Full-Time,2023 H2,4.61,0,,On Time
E1416,Legal,M239,Submitted,3,2024-10-20 14:04:28.762830,29,New Hire,New York,No,No,Male,25,Meets Expectations,Master,Entry,Temporary,Full-Time,2024 H1,1.76,0,,On Time
E1417,IT,M223,In Progress,1,2025-01-15 14:04:28.762831,88,New Hire,London,No,No,Male,49,Unsatisfactory,High School,Senior,Permanent,Full-Time,2024 H2,4.34,1,2023-09-14 14:04:28.769168,On Time
E1418,HR,M246,In Progress,3,2024-09-01 14:04:28.762832,28,Internal Transfer,London,Yes,Yes,Female,24,Meets Expectations,Bachelor,Entry,Temporary,Full-Time,2023 H2,3.48,0,,Late
E1419,Finance,M258,Finalized,5,2024-12-06 14:04:28.762833,112,New Hire,London,No,No,Male,36,Outstanding,Bachelor,Entry,Temporary,Full-Time,2023 H2,2.76,0,,On Time
E1420,HR,M222,Finalized,4,2025-05-01 14:04:28.762834,102,New Hire,Tokyo,No,No,Male,28,Exceeds Expectations,Bachelor,Senior,Permanent,Full-Time,2023 H2,1.57,0,,On Time
E1421,Analytics,M221,In Progress,2,2025-01-30 14:04:28.762835,63,Rehire,Berlin,No,No,Male,29,Needs Improvement,Master,Entry,Permanent,Part-Time,2023 H2,3.32,0,,Late
E1422,Operations,M216,Submitted,2,2025-03-23 14:04:28.762835,59,Rehire,London,No,No,Male,52,Needs Improvement,Master,Mid,Permanent,Full-Time,2023 H2,4.36,0,,On Time
E1423,HR,M237,Submitted,2,2024-09-30 14:04:28.762836,110,Internal Transfer,New York,Yes,No,Male,30,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2024 H2,2.61,0,,On Time
E1424,IT,M260,Submitted,2,2024-11-19 14:04:28.762837,51,New Hire,Berlin,No,No,Female,45,Needs Improvement,Bachelor,Lead,Permanent,Full-Time,2024 H1,1.8,0,,On Time
E1425,Product,M228,Finalized,5,2024-06-14 14:04:28.762838,37,New Hire,Tokyo,No,No,Female,39,Outstanding,Bachelor,Entry,Temporary,Full-Time,2024 H2,3.72,0,,On Time
E1426,Analytics,M229,Finalized,2,2024-11-02 14:04:28.762839,37,New Hire,Berlin,No,Yes,Female,22,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2024 H1,3.59,0,,On Time
E1427,Operations,M249,Finalized,3,2024-11-17 14:04:28.762840,83,New Hire,Sydney,No,No,Male,29,Meets Expectations,Master,Senior,Permanent,Full-Time,2024 H2,2.48,0,,On Time
E1428,Sales,M214,Finalized,3,2024-06-22 14:04:28.762841,50,New Hire,Tokyo,No,No,Female,30,Meets Expectations,Bachelor,Mid,Permanent,Full-Time,2024 H2,2.82,0,,On Time
E1429,Operations,M217,In Progress,4,2025-04-17 14:04:28.762841,57,Internal Transfer,Singapore,No,No,Female,30,Exceeds Expectations,Bachelor,Senior,Permanent,Part-Time,2024 H1,4.35,0,,Late
E1430,Operations,M208,In Progress,3,2024-09-11 14:04:28.762842,28,New Hire,New York,No,No,Male,26,Meets Expectations,High School,Mid,Temporary,Full-Time,2024 H1,3.33,0,,On Time
E1431,Product,M250,Finalized,3,2024-11-26 14:04:28.762843,115,New Hire,Singapore,No,No,Non-Binary,26,Meets Expectations,Master,Mid,Permanent,Full-Time,2023 H2,4.52,0,,On Time
E1432,Analytics,M226,Submitted,3,2024-09-19 14:04:28.762844,87,New Hire,Tokyo,No,No,Female,41,Meets Expectations,Bachelor,Entry,Permanent,Full-Time,2024 H1,2.68,0,,On Time
E1433,HR,M232,Finalized,1,2024-07-10 14:04:28.762845,8,New Hire,Tokyo,No,Yes,Female,50,Unsatisfactory,PhD,Senior,Permanent,Full-Time,2024 H1,4.81,0,,On Time
E1434,Finance,M224,Submitted,5,2024-12-01 14:04:28.762846,6,Internal Transfer,Sydney,No,Yes,Female,28,Outstanding,Bachelor,Mid,Temporary,Full-Time,2024 H2,2.8,0,,On Time
E1435,Marketing,M204,Finalized,5,2025-04-25 14:04:28.762847,42,Internal Transfer,Berlin,No,Yes,Male,52,Outstanding,Bachelor,Entry,Permanent,Full-Time,2024 H2,2.31,1,2023-06-11 14:04:28.769170,On Time
E1436,HR,M200,Submitted,3,2025-02-11 14:04:28.762847,112,New Hire,Tokyo,No,No,Female,48,Meets Expectations,High School,Entry,Permanent,Full-Time,2024 H2,4.63,0,,On Time
